userName,score,content
Rani Permata,2,"Bintang 2 dulu ya, karena ada permasalahan sedikit mengenai aplikasinya. Saya ga ngerti padahal udah bayar VIP tapi tetap ga brubah di aplikasinya dan ga bisa nonton"
Dianto Dianaja,1,Saya gagal berlangganan vip
fais rahma,5,Cerita y bgus
Dhini Ziara,5,Bagus
Wiwik Sundari,1,"Punya ku padahal sudah vip, tapi kenapa kok hilang ya vip nya."
Shusy Lestary,1,Kok dibuka selalu keluar ya ngk bisa nemu drama yg u ditonton
Narto Eliys,4,Bagus.. Cuman perbaiki lagi yang lebih bagus..
Ahmad Yongki,5,Mantap
Era 80,5,Aplikasi untuk nonton drama tetbaik
Ahmad Desuki,5,Bagus
paud ceria,5,"gambar jelas,suara juga jelas"
Rxinerx,2,Kecewa sih dengan wetv sdh daftar vip tapi. Klu mau nonton full drama yg berjalan harus beli lagi episodenya dengan embel2 express nya..semuanya dijadikan ekspress jadi apa gunanya member vip...mending nonton di iqiy klu sdh member bebas tuh nonton tampa berbayar lagi..semoga kembali seperti dulu sistemnya klu sdh vip jgn dijual lagi episodenya..jatuhnya kemahalan.Sekarang liat treaser drama yg oke aja baru mau lanjutkan berlangganan..dicari dulu klu ada di iqiy gak daftar lagi di wetv.
Syafirda F.A.S,1,"Miinn, saya mau berhenti berlangganan kenapa tidak bisa???? Disuruh buka google play store untuk berhenti langganan tetapi di google play store tidak terdapat langganan wetv. Tetapi setiap bulan saya masih harus membayar 😭😭😭😭"
harry afrimon,1,Bayar bayar bayar
Sri Mentari_15,1,"Saya sudah bayar express kenapa tidak bisa di tonton, penipuannnn!"
Aida Nury,2,Ah kenapa harus vif si udah pke data kuota masa harus bayar juga ini si terlalu mahal buat kalangan bawah kya gue
Dwi sushanty,4,Beli google play gknbisa digunakan
ADO TEBEK,1,Keluar sendiri aplikadinya....
Junaidi Wiro,5,Film2 Animasi nya keren ..TOP
Fahmi Zakaria,3,Knpa gw gk bsa berlangganan jing
Mazz Afi,1,udh daftar VIP tapi masih aja tayang nya 1 episode
Yaya Imam,5,Vasiltas yang sangat memadai.
Nurul Mujayanti,2,"Di perbarui sudah, harusnya aplikasi setelah diperbarui tuh lancar. Tapi ini malah lemot nya minta ampun padahal sinyal lancar data masih banyak tapi mau nonton aja lama banget kebuka nya. Tolong di perbaiki lagi."
Riski Doni Damara,1,"aplikasi gaje bintang 1 dah tu mampus biar ga laku, developer pelit, pantes ga laku"
Mamah Satria,2,Kak apakah bisa nonton wetv secara gratis ? Maaf ya blm kasih bintang soalnya baru aja download 🙏
Hendra Firmansyah,1,"Udah beli vip tapi masih banyak iklan, apalagi kalo puase vidio muncul iklan jadi ke klik ganggu banget"
avril lia,3,Mw langganan knp skrg susah... bysa jg pke pulsa... hmmm
Wida Sundari,1,Aplikasi gakjelas! Saya udh beli vip udh download juga maza msih harus pake internet! Dan juga ngelag terus! Gambarnya jadi burem ga jelas!
Rizky Dwi Fauzy,5,"Aplikasi yang bisa liat tv dihp,sangat memudahkan sekali"
lumynous 21,1,Gua gak tau .ini kebijakan darimana. Dulu sepertinya gak ada. Setelah VIP. Terbitkah Express. Luar biasa. Lanjutkan ke kapitalisan nya👍
Ian Sinurat,5,Ok
Firman Hernanta,1,"Apknya tolong di fix kan udah berlangganan masih muncul iklan, subtitles yang kadang hilng sendiri, sering ngebug ketika lagi nonton sudah sampe pertengahan tapi malah ngulang lgi ke menit awal. Tolong developer di perbaiki demi kenyamanan pengguna apk nya"
Muhammad Rafid,3,Yawes lah tak nabung padahal mau muncak di selamet lo yowess lah 😭
Is Wen,5,mantap
Mochamad Chikam,5,The best
Puput Aliqa,5,Suka sama2 film2 nya
Nisa Nurjanah,3,Pilihan tontonan terlalu sedikit
Abu official,1,Tidak bisa mengaktifkan VIP eror trus pembayaran nya
Thursiany Sutandar,5,"Sebenarnya aplikasinya bagus, saya sdh langganan lama. Hanya baru baru ini kok susah sekali ya kalau mau masuk ke aplikasinya, mental terus, mesti uninstal dan instal ulang, itupun belum bisa buka padahal sdh beberapa kali dicoba, bikin darting. Sama saya mau protes dikit. Sy selalu berlangganan selama 1 thn full, tp ada drama pendek yg kalau mau nonton harus berbayar lg, padahal sdh VIP, capek deh. Tolong dibantu ya. Sebelumnya mohon maaf kalau ada kata kata yg kurang enak dibaca. Terima kasih."
Amelia Nava alkarim,5,"Aku kasih bintang lima karna sesudh di instal bisa langsung nonton dan gak repot""buat""akun pkok ny dbest deh🥰"
Fikar ID,2,Iklannya tolong di kondisikan
Agung Saputra,3,Gua mau vip gagal terus padahal saldo ada
Wahyu Hidayat,1,"Baru beli paket sebulan 54rb kok gabisa sih, paket vip pdahal dah ada pembayaranya gajelas bgt"
Floren Angel,3,Mau berlangganan bayar via DANA tapi ga bisa. Padahal di DANA ada uangnya cukup
Midah celara Celara,2,Kenapa yah tidak bisa berlangganan VIP padahal shoppepey saya ada saldo nya tapi kejelasannya itu (kesalahan jaringan ) Padahal kan sinyal saya bagus apa bisa di bantu
Rizal Huma,3,"Mengapa kalo berlangganan vip selalu bapering padahal di pake yang lain normal"" aja tolong di perbaiki dong masa udah langganan tapi kualitas nya kaya gini"
heranisa afiani,5,"Dari kemarin setiap mau berlangganan muncul ""Anda telah berlangganan, tolong jangan mengulangi berlangganan"". Padahal saya sudah tdk berlangganan sejak bulan agustus 2024 dan bahkan sempat saya uninstall dulu 1 bulan terkahir ini, terus di google play pun sudah saya hapus berlangganan wetvnya tp tetap selalu muncul keterangan diatas td. Tolong pihak wetv bagaimana ini?"
BaiqNara 26,4,Erorr
Umikulsum24 Umikulsum24,2,Ngeleg..kacau
Faradila Lorenza,5,Aku suka dengan apk ini dan mudah untuk berlangganan vip
Asty Utha,3,Saya sudah beli yg VIP . Tp knp ga bisa dipakai dan harus beli lg yahh
chandra Lekha,5,We TV
Lonnard Nelwan,5,good
HADANIYAH FR,4,"Bisa gak sih kalo pas nonton ditv itu gak usah ada peringatan bla...bla...bla... Gitu mana berisik banget Kya mo nonton film apaan aja gitu, peringatannya berisik banget ganggu😒"
Amier Mustafa,1,Bnyk iklan...filmnya gak selesai..
nenk hopezi,5,I like it...it really helps me
Harmila Setiyawati,1,Berkali2 install uninstall tpi tetep aja gabisa kebuka aplikasinya. Suka keluar sendiri sebelum masuk aplikasi. Gmna sih min?
Reki Gustiawan,1,"sesudah di update makin parah aja, masa pas nonton ga bisa di pecet apapun akhirnya harus pencet kembali dan juga ga bisa liat menitnya soalnya kalau menitnya hilang ga bisa dipencet"
Ahmad Riski Fendi,1,"Film nya bagus,,, Jernih , Akan tetapi sewaktu saya melakukan pembelian langganan tidak bisa"
Dina Aja,1,"Makin ke sini we TV makin ga 🧠 makin ga logika, masa udah lama gabung ke we tv tapi seluruh serial pakai VIP Ga ada satu drama yg ga pakai VIP, trs gue nonton apaan njirr??? Lebih baik Unsital aja. Aplikasi nya makin ga guna Buat apa di install kalo ga bisa nonton drama 1 pun Mau ngebet dapat uang banyak kah??? Sampai segitu nya???? Iklan nya juga makin ga masuk akal Mending pindah ke apk sebelah aja Aplikasi nya sangat-sangat sangat burukkkkkkkkkkk!!!!!!!!!!!!!!!!!!!!!!!!!!!"
Erlyana Dwiariska25,1,"Baru nonton ga sampe 5mnt udh iklan trs nonton lagi iklan lagi,mana iklannya yg itu""mulu,paket mah abis nonton iklan aja"
Tuti Asseri,5,Seriastuti
arbayah acil,5,App yg bagus
Rahma Murni,1,"Nyesel! Udah iklanya buanyak bgt habis itu suruh bayar, ogah bgt deh"
Pengguna Google,5,"Ok,,, bagus"
Anggi,1,"sekarang we tv vip semua, drama dlu yg free skrng vip"
Finka Sukma,1,"Ini gimna si berlangganan bulan kmrn bru pertama kli lsng aktif VIP nya, kok skrng udh saya aktifin VIP nya udh di byr yg VIP sebulan 49rb kok blom aktif² si gimna si tolong dong wetv lebih baik lagi kalo mau di liat serial film² nya, tolong juga VIP nya klo dah di byr ke2 kali nya lsng aktif, ini punya saya VIP udh di byr tapi msh aja ga bisa mlh suruh minta aktifin lagi gmna si"
Sofiyatun Saramoko,2,"Kualitas App ny bgus dn enak, tpi saat download video ko berjalan dengn baik yaa"
Wapra Store,5,Ini gimana ya.. padahal dah beli vip ..saldo kepotong.. tapi malah tidak bisa dibuka... tolong tanggungjawabnya
Risna Kifal,1,Knapa ya ko nga bisa kebuka
Akbar Akbar,3,"plis iklannya jadiin 1/2 aja jgn yang 1/7,1/5 bikin malas sumpah apalagi iklannya 30 detik beeehhhh mualas bwanget rek T~T"
Aprill Citra,5,Aku baru donload betewe mau liat drama nya marshanda JANGAN SALAHKAN aku selingkuh penasaran 🤭
Aditya_____2#,1,Aplikasi lol iklan sangat banyak baru satu Vidio kecewa bet tolong di kurangin vip sangat mahal yang buat niat gak ini malah mau naik haji
Andre Gondo,5,"Sangat bagus,"
Areily Ritma Polin,3,Baru download jdi belum tau
Arie Wu,1,"Attack on titans ga tuntas, trakhir itu ep 30, ini 28 udah mandeg"
Rahim Razqa ranza25,4,Tidak bisa melakukan pembayaran VIP 🥹 gimana dong.???? Mana mau nonton lagi
Fajri Asdinal,1,"tiba2 apk nya ilang diberanda, dan harus uninstall dulu."
Christin Budiman,5,Sangat bagus
Ensi yey,5,Bagus banget apknua
Jenn Gmru,2,Bnyk iklannya
game Yugame6,3,Nyesel upger ke VIP ga kompil derakor nya
eby stiawan,2,Kebanyakan iklan
Atri Ajah,2,Ini drama seri ya. Bikin baper n bikin penasaran. 👍👍🥰🥰
Alan Syah,1,"Terlalu banyak iklan nya bos, kurangi iklan nya. Sesuai dgn renting yg memalukan."
Rada Yani,5,Mantul
Ria Amanda,3,Liat dulu apakah berfungsi dengan baik stelah diupdate krn bnyk iklan dn tdk bisa nonton dgn tenang krn suka ngelag
ZUBEIN UBI,1,"Vip sudan diperbarui, pebayaran berhasil, tapi tetap belum vip. Lama prosesnya"
Rika Febrianti,5,👍
Celina Spt,1,"Barusan Instal WeTV, terus Daftar VIP yg 1 Bulan 49000 di Indomaret sdh ada Struke. pas Login di WeTV malah katanya di suruh aktifkan VIP lagi. Gimana inii, buang² Duit aja."
Anis Doropayung,1,Padahal udah habis kuota banyak. Tp malah harus vip baru bisa nonton full. Aneh. Gk kayak aplikasi sebelah yang hanya iklan aja
Ahmad riz,5,Makasih telkomsel
bowo zenk,5,Sayang kemahalan perbulan nya
Dominikus Manik,5,Aplikasinya bagus hanya saja jika ingin mengaitkan akun dengan no telephone akan agak sulit untuk mendapat kode verifikasi
imha ganesa,4,"Min gimna cara nya berlangganan VIP, kenapa saya tidak dpt melakukan pembelian, saya coba pake dana, pulsa, google play, ttp gak bisa knp ya min"
Try Hard,1,"Baru masuk aplikasi udh iklan, udh vip pas pause ada iklan(closenya agak ribet+msk keshopee terus) ganggu bgt"
Ari Widya,5,Aplikasi yang bagus i liked
Bayu Firmansyah,3,"Series thailand nya gak ada sub indo nya, cuma ada sub melayu.. Tolong dong, kita ni tinggal di indonesia bukan di Malaysia Jadi males mau langganan nya"
Aisyah Bna,1,"Udah ku download, emg sich bnyk drama seru tp lucu'a di apk lain aja udh tamat sekitar 1 bulanan, di apk ini KL mo nonton hrs langganan/VIP wkwkwkwk ga jls, maap ya lgsg ku uninstall bye...!!"
qw Leo,1,"Gak papa lah ada iklan nya. Tapi masa sudah nonton 131 episode harus top up biar bisa nonton. Gak kayak gini juga lah. Sudah iklan gak bisa di skip, gak kayak gini juga cari cuan 😡🥱. Tahu kayak gini gak usah download ne aplikasi sama nonton nya."
Mame Hcl,1,Perbaiki lagi lah gak bagus
Febriyanti Beteang,5,"Wetv ohhhhh wetv... tolong dong.. ini knpa saya tdk bsa nonton... sdah brhsil msuk tpi kok main kluar sndri trus yahh.. ad tulisan wetv tdk menanggpi, wetv terhenti, pdahal udah perbarui udah di hpus cache nya tpi kok gak bsa bisa ya... smpe cape sndri.. gmna nih"
Variza Putra (Tupat),5,Bagus
Pp Kk,1,Tidak bisa vip wetv eror
Hilyas Agung,2,"tadinya saya mau coba berlangganan, karna harganya masih murah katanya 19k tapi pas sya klik jadi 43k gimna sih"
Cassie Candy,5,Bagus apk nya😀
Moniqotul Fuadah,3,"Lama banget kalo download, di ott lain gak selama ini. Mana suka gagal sendiri"
Fatih Zahra,1,Sudah vip tapi iklan masih banyak sangat sembosankan
Atal Putra,5,Mantap dan sangat memuaskan
Calvin Pradana,5,bagusss aplikasinya
RURY YANTO,1,Update telat 2 episode trus
Sri Nurhayati,4,"recomen banget lh,yg penting qouta nya cukup"
Nurul Aqsha,5,Kasihan.
Efiria Riskah,5,Sangat menarik dan menghibur
Herni 46,1,"Katanya chat di messenger WeTV Malaysia, sy jg sudah melakukannya tetapi tidak di respon, alhasil sudah bayar tetapi tidak dapat menonton VIP, hmmmmmmm"
oppo ling,5,"Keren banget film filmnya kusukaaa, apalagi anime wow.. fantastis... 👍👍👍"
Thoriqul Mustaqim,1,"terlalu banyak iklan, bener sih gratisan tapi kurangin iklannya biar lebih banyak peminatnya"
Yahya,5,Iya lovyu tayu
Reza Denata,1,kurang akeh Cok iklan e
Sarkia Hanum Siregar,5,"Kode verifikasi ga masuk masuk..suruh dateng besok mulu..tiap ari dicoba begini mulu.. Sementara bintang 2. Next kalo kode verifikasi udah masuk naik bintang!!! Edit : sudah bisa,BINTANG 5 Pelayanan CS super ramah dan tanggap"
jiha oakley,5,Mantaf
Muhammad Haikal,1,apk macam apa ini🐒
chelsy arona,3,"Aku tidak suka pakai VIP soalnya aku tidak tahu cara bayar,harganya mahal banget,habiskan saldo rekening,habiskan uang,tidak ada yang gratis,VIP semua drama china,sedikit drama korea dan aku merasa agak menyesal download WeTV ini. Aku memang tahu kalau drama china itu pakainya WeTV,iQiyi,MangoTV,Youku dan lain sebagainya😭🤦🏻‍♀️🙃"
Hardiansyah Wara,3,Download karna mau nonton film new legend of condor heroes
Devi Firma Olivia,1,Langgan tapi gk seru
phioLennyA HumaiRa,5,baik
Wiwin Bacan,5,We tv nya baguas
Margareta Nelti,4,Wetv kenapa udh VIP haus ekspres lagi 🥺🥺
Liquid06,2,"loading terus, pdhl ud VIP juga ,biasa ga gitu."
BangSince,4,"Tolong perbaiki untuk resolusi gambarnya, pertama nonton gambarnya HD banget giliran dapat 3 menitan gambarnya JADI buram, Dan buramnya Gak cuma sekalin2 Kali aja"
Rani,3,Film nya bagus-bagus tapi loading nya kadang lama banget padahal aku dah daptar VIP tpi tetap aja lelet.
AFIP SUDIONO,5,cepat respon keluhannya... Bagus film2nya
Khali Sah,1,Seoalu ada pemberitauan paksa berhenti terus
Ahmad Duan,5,Mantap Betul
Andini Ayu,1,Waahhh Tidak meyenangkn aplikasi y'a leletttt
Aycaa Aycaamoh,5,Sayaa sangat sukaa tpi iklan nya terlalu banyak tpi gpp
Kadek Rifky,2,apasiihh ajgg baru jg nonton iklan udah ada iklan lagi ga ngoyak cok
Rini Sonata,1,"Aplikasi krg bagus,masa ud buka aplikasi asyik tutup sendiri aplikasi ny"
HAIKAL ALI,1,Dari 1 jam nonton 30 iklan yg ku tonton dari 1 eps 30 iklan/eps itu gila
Dea Nurya Hayu,4,Sebenarnya semuanya bagus. Cuma kenapa ya baru-baru ini setiap di buka aplikasinya dapat 1 menit tiba-tiba keluar sendiri?
Kanjul Janah,1,Taek Taek Tark Taek
Mau Lana,5,Bagus bgt
Ferry7799,4,"Tolong judul anime jepangnya diperbanyak lagi min, sama yang versi bahasa indonya juga lebih banyak"
Abdul Kodir,4,"Udah beli vip lewat bca, tapi prosesnya lama"
ri yanto,1,"Terasa sangat berat di install di android tv, navigasi menu menjadi tidak responsif (lag). Padahal hal serupa tidak terjadi di aplikasi streaming lainnya. Jangan suruh hapus cache doang ya. Karena hal tsb sejak mulai install, hapus cache sampe install ulang tetep aja ngeLag. Sudah menyampaikan keluhan via admin Instagram, tapi ya gitu sama saja, muter2 gak menyelesaikan masalah. Semoga dibenahi"
Anakqi Cikal,5,Mantap saya suka
Rikardus Usnaat,5,Ok
Badriyatul Khoiriyah,4,"Min film ""MY NERD GIRL"" nya kok gak ad padahal aku kesini mau nonton itu tapi gak ad😔😔😔"
wasis andoyo,5,Keren
Ai Aisyah,4,aku kasih bintang 4 karena baru download nanti
Avi Nur Afifah,2,Sumpah keganggu banget sama poster iklan diawal buka aplikasi yang kadang ga bisa di skip .. perbaiki lagi lah .. udah pake vip biar pas nonton ga ada iklan . Eh awal buka aplikasi iklan ga bisa di skip ujung2nya ngelag ampe 3x keluar baru bisa .
Ayu Pratiwi,1,"Nonton Drakor disini aja harus VIP njer,kalo ga VIP paling cuma bisa nonton episode 1 2 sisanya ga bisa harus VIP😒"
M Imran,5,Apk ini bagus tpi ada iklan jdi agak terganggu
Isma Wahin,1,Lol cak mana ni udh beli vip masih GC bisa
Eko maulana Eko,5,Sangat ku suka
fadriell Amdani,1,"Kebanyakan iklan, aplikasi buruk"
Riza Kurniawan,5,Bgussssss
Serlin Serlin,5,Cukup bagus
Sumarni MeylaniArifin,1,masa tiap bulan ditagih otomatis. pernah beberapa bulan tdk instal WETV karena HP rusak. eh pas mau daftar VIP lg malah ditolak. alasan karena iuran bulan² sebelum nya belum dibayar. eh parah banget.
Ridwan Fauzi,1,Film animenya banyak yg dihapus.belum kelar nonton main hapus aja..rugi langganan.
Arya Bejo,5,#@ melihat dra kor. Galau bisa ambil pwlajaran letsk kisah fositifnya
Adrianti Hi yahya,5,Guott
Rusdi Sri,5,Mantap
Siti Aisyah,2,pacar saya Tidk suka
Ahmad Rinaldi,1,iklan kalian terlalu berlebihan gimana dh siapa sih yg pegang ni aplikasi
Muhammad Uwais,1,Kebanyakan ilkan
Yandaktau Gaje,1,aplikasi haram kocak pas berlangganan nya udah abis saldo dana malah kesedot hdh
Tazkiyatul U.,1,Bagus karena banyak videonya&vip baru juga download
Bagas Rehan68,5,Mantap
My Noor _19,5,"Aplikasi bagus , aku bersyukur sih sudah untung dikasih gratis meski harus iklan iklan KLO gak mau iklan aku saranin mending berlangganan biar pihak developer juga untung KLO yang gratisan yaudah modal paket masa memakai suatu aplikasi gak mau modal"
Fajrin Daeli,5,"Sangat bagus,, 1 saja kekurangan tidak semua donghua ada"
Ecoaquilerra Vierra,5,seru banget
A R,2,Ini kalau nonton dari hp waktu durasinya kadang ga berjalan tapi film-nya tetep berjalan.jadi pada saat di percepat selalu dari beberapa detik sebelumnya.karena durasinya nga berjalan.udh seminggu ini selalu begitu.padahal aplikasi sudah terupdate.
Arumi Arumi,4,Bages tapi kurang lengkap
Imam Uyux,2,Saya bar login mau berlangganan tlisanya bayar 180 k sekian untuk 1 tahun. Tp pas di klik kok bayarnya 380 an ya.
Nessa Adhelia,5,Singkat saja enak ditonton kalok lagi bosan
Joshua Joito,5,Akhir nya saya gk nonton donghua di yotube lagi
Aisyah Comel,4,Udh Mayan bgus sih cmn drmax ad yg kurang klo sy nyari drma sprti dashing yauth drma itu gk ad gmna lahh pdhl nnton di wetv bgus🥲
vivi manis,1,Susah mau daftar VIP.ga bisa trs.males!!!
KILLER J2P,5,ok
if turbo,1,Rating
ice gamer,1,Baru saja buka aplikasi udah iklan Mulu sudah gitu sekali iklan 5 iklan sekaligus kalau cuma mau nampilin iklan lebih bagus hapus saja aplikasi buruk anda ya tolong di perbaiki Tolong ya idiot itu di perbaiki lagi oke Jadi malas buka aplikasi tidak jelas
Towerr Xx,5,Bagus sih soalnya bisah nonton filem saul land tang San dan saul land 2 anaknya
mety sarah,1,Saya ko mau daftar VIP kok ga ada verifikasi SMS yang muncul ya
Dinda Shafir4,4,Kemaren2 terganggu gra2 komen yang ngalangin filmnya
Usfi aslin Aslin,5,Sangat bagus
Jagung Hibrida,5,Good
Agung Setya budi,3,"Maaf sebelum nya tolong di perbaiki lagi dong iklannya 1/2 cukup lah jangan sampe 5 iklan nya lagi seru""nonton tiba""iklan muncul kya ngerasa nganggu banget buat yang gratisan tolong di perbaiki lagi biar yang pada nonton jadi nyaman makasih🙏"
Priscilia Sarongallo,3,"Anjier, help aplikasinya suka nge glitch padahal lagi asik asik nya nonton, tampilannya kadang ngefreeze kadang nge glitch tapi suaranya lancar jaya tanpa hambatan, PLZ PERBAIKIN TAMPILANNYA ATAU APAPUN ITU. I MAU NONTON DOTS DGN TENANG."
Agus Kerock,4,Kadang agak lemot aplikasinya
imam kuncoro,4,"ga jelas nih kadang suka keluar sendiri kalo belum di update manja banget dah, tolong perbaiki dong mengganggu banget sumpah, saya udah berlangganan mau setahun nih kaya gitu terus masa, setiap update baru, kalo ga di update pasti keluar mulu dari app"
Nursalamah Salma,5,Film animenya bagus-bagus
Melli_ fluous,1,"Kebanyakan iklan. Saya tahu saya cuma penonton gratisan, tapi tidak perlu sebanyak itu iklannya. Terima kasih."
Regina Saranga,1,Iklan yang terlalu banyak dan harus berlangganan dulu tolong iklannya di kurangi iklannya minimal satu atau dua aja ya terimakasih
Syafa' Ambia',1,"Kebanyakan iklan! Yg biasanya iklan baru mulai filmnya cuma 2 iklan, sejarang sekalinya iklan ada 5,4, 3 iklan. Tolong dong kurangi iklannya. Sekarang apa2 harus kena banyak, entah itu iklan yg makan banyak kuota, nyuruh2 berlangganan lah!"
